-8.909041345026626	-5.427727624482511
-8.909041345026626	-5.689927367399065
-8.887543464870449	-6.1124192608435575
-8.90315884050628	-6.433711253513236
-8.92487062991774	-6.787557060418171
-8.92487062991774	-7.209105365044247
-8.917704669865682	-7.6404434036613615
-8.891393831465585	-8.182535179839721
-8.917383805982753	-8.653268051625584
-8.896313744337148	-9.101708637576436
-8.881340096467175	-9.503323628413536
-8.881340096467175	-9.95329754619431
-8.867008176363058	-10.449271418872726
-8.873318499393974	-11.098696423145581
-8.85385275716301	-11.596085679051617
-8.832782695517405	-12.080972383113679
-8.832782695517405	-12.679089745385317
-8.811177860733588	-13.186504632486992
-8.837595653761326	-13.765278423981162
-8.829681011315769	-14.352544514841052
-8.755026681221189	-14.739180033185843
-8.393306130533698	-13.258689177095597
-8.147738305466142	-12.314510615670933
-7.937358552893022	-11.423644822486613
-7.6316822270902875	-10.45387141436249
-7.4266502058993	-9.491174922376466
-7.169638235673979	-8.497811793792017
-6.986104094639167	-7.785048390083179
-6.83369375024837	-7.183982312753998
-6.721284436595931	-6.637644386892779
-6.578606963320617	-6.114542335684984
-6.490262440887776	-5.663388931881196
-6.427587029089175	-5.373589216026055
