1.3730335819057249e-9  7.044109314173722e-9
1.2779731784432949e-9  3.324597932270945e-9
1.2865311022232347e-9  1.2216773489967931e-9
1.34431924348493e-9  5.304417279843926e-10
1.4047031006719677e-9  2.3031320587070007e-10
1.6450669407707996e-9  1.1815817326181045e-10
1.99859426877313e-9  7.785819798516786e-11
3.167558451070338e-9  7.785819798516786e-11
4.633850614898958e-9  1.2843862635897456e-10
6.7826743496874166e-9  1.9491940296028505e-10
8.190021166329583e-9  3.215484176977703e-10
1.110224042603727e-8  4.879842410125133e-10
1.6848841635198034e-8  1.0339338492393972e-9
2.111726554713742e-8  2.0153376859417353e-9
3.208338576778598e-8  3.6138574237316763e-9
4.334674807474407e-8  9.047357242349275e-9
6.574676612756271e-8  2.083725851142958e-8
8.887759015246007e-8  4.7990958093238584e-8
1.29730914120867e-7  1.1052951411260199e-7
1.5604027785633036e-7  3.2695859135416473e-7
2.109378860655003e-7  7.530288136174569e-7
2.44707535396048e-7  0.0000015955064004448256
2.8404139866175395e-7  0.0000031099515499401826
3.1693206736588107e-7  0.000007162629115692746
3.6664959341105643e-7  0.000023031320587069868
3.7803867461730276e-7  0.00007405684692262396
3.7594193544120506e-7  0.0001705626983142518
3.7302602331421404e-7  0.0005484416576120987
