9.243651436359201  1.9576472442657827e-18
6.7624642622660565  5.696155575184503e-19
5.197644771559397  2.0041813210904677e-19
3.673954862578388  7.720116171022323e-20
2.5978190750347148  2.707075508101884e-20
1.930509926361527  1.0448991485256062e-20
1.5077287955374135  4.439620544414565e-21
1.1572665159747275  2.274794583161384e-21
0.8602890370665225  7.992927979199045e-22
0.6485116585356067  5.96001936940794e-22
0.39261525888706916  8.503878251836652e-22
0.26280659298620895  1.1090483135683695e-21
0.18188460805508652  1.4483560946465025e-21
0.13683026487867145  1.8979242301545764e-21
0.09945673226357624  3.2924698738264752e-21
0.07001434772845204  3.916806625026244e-21
0.04845590839302235  5.1151340094968126e-21
0.03525675583949621  6.693743736073342e-21
0.022061471765654678  1.0506067560679863e-20
0.015268422681561207  1.3720346351115738e-20
0.01038868786775125  1.9670007459565182e-20
0.0074363336011502015  2.3415884768458474e-20
0.005229595947822757  3.6927658166885737e-20
0.004000365377868295  4.8422924251775186e-20
0.0029556235630258296  9.234214753923696e-20
0.0022234908128563715  1.2100504836277762e-19
