3.6512823068172793	-5.520789071698507
3.577590568371484	-6.019121916422954
3.393628608826102	-6.814331393140643
3.2450686310304384	-7.420469260368795
3.0037789910685913	-8.147032650546924
2.8541494669965033	-8.843755044342739
2.6554277688364323	-9.458974953948116
2.4725353555674765	-10.02925644607657
2.212635610395804	-10.878250485443807
1.9370135349606574	-11.606819001861066
1.819898217691943	-12.039926269512705
1.555827242042204	-12.555125764366288
1.238492861826419	-12.933033086140757
1.086510335946194	-12.686992301739526
0.9267201222480512	-12.270279889807817
0.8247923621045938	-11.796952148771316
0.7671438178052004	-11.332706450112044
0.7102439558992995	-10.842983853355616
0.6767671574471468	-10.365409962636257
0.6767671574471468	-9.929236031324775
